seg_file	seg_seq_name	sra_run	seg	genbank_acc	genbank_seg	genbank_name
SRR34712497_PB2_cns.fa	Consensus_SRR34712497_PB2_cns_threshold_0.5_quality_20	SRR34712497	PB2	PX213194.1	1	A/cattle/CA/25-019717-002-original/2025
SRR34712498_HA_cns.fa	Consensus_SRR34712498_HA_cns_threshold_0.5_quality_20	SRR34712498	HA	PX213189.1	4	A/cattle/CA/25-019717-001-original/2025
SRR34712498_MP_cns.fa	Consensus_SRR34712498_MP_cns_threshold_0.5_quality_20	SRR34712498	MP	PX213192.1	7	A/cattle/CA/25-019717-001-original/2025
SRR34712498_NA_cns.fa	Consensus_SRR34712498_NA_cns_threshold_0.5_quality_20	SRR34712498	NA	PX213191.1	6	A/cattle/CA/25-019717-001-original/2025
SRR34712498_NP_cns.fa	Consensus_SRR34712498_NP_cns_threshold_0.5_quality_20	SRR34712498	NP	PX213190.1	5	A/cattle/CA/25-019717-001-original/2025
SRR34712498_NS_cns.fa	Consensus_SRR34712498_NS_cns_threshold_0.5_quality_20	SRR34712498	NS	PX213193.1	8	A/cattle/CA/25-019717-001-original/2025
SRR34712498_PA_cns.fa	Consensus_SRR34712498_PA_cns_threshold_0.5_quality_20	SRR34712498	PA	PX213188.1	3	A/cattle/CA/25-019717-001-original/2025
SRR34712498_PB1_cns.fa	Consensus_SRR34712498_PB1_cns_threshold_0.5_quality_20	SRR34712498	PB1	PX213187.1	2	A/cattle/CA/25-019717-001-original/2025
SRR34712498_PB2_cns.fa	Consensus_SRR34712498_PB2_cns_threshold_0.5_quality_20	SRR34712498	PB2	PX213186.1	1	A/cattle/CA/25-019717-001-original/2025
SRR34712499_HA_cns.fa	Consensus_SRR34712499_HA_cns_threshold_0.5_quality_20	SRR34712499	HA	PX213181.1	4	A/cattle/CA/25-019710-005-original/2025
SRR34712499_MP_cns.fa	Consensus_SRR34712499_MP_cns_threshold_0.5_quality_20	SRR34712499	MP	PX213184.1	7	A/cattle/CA/25-019710-005-original/2025
SRR34712499_NA_cns.fa	Consensus_SRR34712499_NA_cns_threshold_0.5_quality_20	SRR34712499	NA	PX213183.1	6	A/cattle/CA/25-019710-005-original/2025
SRR34712499_NP_cns.fa	Consensus_SRR34712499_NP_cns_threshold_0.5_quality_20	SRR34712499	NP	PX213182.1	5	A/cattle/CA/25-019710-005-original/2025
SRR34712499_NS_cns.fa	Consensus_SRR34712499_NS_cns_threshold_0.5_quality_20	SRR34712499	NS	PX213185.1	8	A/cattle/CA/25-019710-005-original/2025
SRR34712499_PA_cns.fa	Consensus_SRR34712499_PA_cns_threshold_0.5_quality_20	SRR34712499	PA	PX213180.1	3	A/cattle/CA/25-019710-005-original/2025
SRR34712499_PB1_cns.fa	Consensus_SRR34712499_PB1_cns_threshold_0.5_quality_20	SRR34712499	PB1	PX213179.1	2	A/cattle/CA/25-019710-005-original/2025
SRR34712499_PB2_cns.fa	Consensus_SRR34712499_PB2_cns_threshold_0.5_quality_20	SRR34712499	PB2	PX213178.1	1	A/cattle/CA/25-019710-005-original/2025
SRR34712500_HA_cns.fa	Consensus_SRR34712500_HA_cns_threshold_0.5_quality_20	SRR34712500	HA	PX213173.1	4	A/cattle/CA/25-019710-004-original/2025
SRR34712500_MP_cns.fa	Consensus_SRR34712500_MP_cns_threshold_0.5_quality_20	SRR34712500	MP	PX213176.1	7	A/cattle/CA/25-019710-004-original/2025
SRR34712500_NA_cns.fa	Consensus_SRR34712500_NA_cns_threshold_0.5_quality_20	SRR34712500	NA	PX213175.1	6	A/cattle/CA/25-019710-004-original/2025
SRR34712500_NP_cns.fa	Consensus_SRR34712500_NP_cns_threshold_0.5_quality_20	SRR34712500	NP	PX213174.1	5	A/cattle/CA/25-019710-004-original/2025
SRR34712500_NS_cns.fa	Consensus_SRR34712500_NS_cns_threshold_0.5_quality_20	SRR34712500	NS	PX213177.1	8	A/cattle/CA/25-019710-004-original/2025
SRR34712500_PA_cns.fa	Consensus_SRR34712500_PA_cns_threshold_0.5_quality_20	SRR34712500	PA	PX213172.1	3	A/cattle/CA/25-019710-004-original/2025
SRR34712500_PB1_cns.fa	Consensus_SRR34712500_PB1_cns_threshold_0.5_quality_20	SRR34712500	PB1	PX213171.1	2	A/cattle/CA/25-019710-004-original/2025
SRR34712500_PB2_cns.fa	Consensus_SRR34712500_PB2_cns_threshold_0.5_quality_20	SRR34712500	PB2	PX213170.1	1	A/cattle/CA/25-019710-004-original/2025
SRR34712501_HA_cns.fa	Consensus_SRR34712501_HA_cns_threshold_0.5_quality_20	SRR34712501	HA	PX213165.1	4	A/cattle/CA/25-019710-002-original/2025
SRR34712501_MP_cns.fa	Consensus_SRR34712501_MP_cns_threshold_0.5_quality_20	SRR34712501	MP	PX213168.1	7	A/cattle/CA/25-019710-002-original/2025
SRR34712501_NA_cns.fa	Consensus_SRR34712501_NA_cns_threshold_0.5_quality_20	SRR34712501	NA	PX213167.1	6	A/cattle/CA/25-019710-002-original/2025
SRR34712501_NP_cns.fa	Consensus_SRR34712501_NP_cns_threshold_0.5_quality_20	SRR34712501	NP	PX213166.1	5	A/cattle/CA/25-019710-002-original/2025
SRR34712501_NS_cns.fa	Consensus_SRR34712501_NS_cns_threshold_0.5_quality_20	SRR34712501	NS	PX213169.1	8	A/cattle/CA/25-019710-002-original/2025
SRR34712501_PA_cns.fa	Consensus_SRR34712501_PA_cns_threshold_0.5_quality_20	SRR34712501	PA	PX213164.1	3	A/cattle/CA/25-019710-002-original/2025
SRR34712501_PB1_cns.fa	Consensus_SRR34712501_PB1_cns_threshold_0.5_quality_20	SRR34712501	PB1	PX213163.1	2	A/cattle/CA/25-019710-002-original/2025
SRR34712501_PB2_cns.fa	Consensus_SRR34712501_PB2_cns_threshold_0.5_quality_20	SRR34712501	PB2	PX213162.1	1	A/cattle/CA/25-019710-002-original/2025
SRR34712502_HA_cns.fa	Consensus_SRR34712502_HA_cns_threshold_0.5_quality_20	SRR34712502	HA	PX213157.1	4	A/cattle/CA/25-019710-001-original/2025
SRR34712502_MP_cns.fa	Consensus_SRR34712502_MP_cns_threshold_0.5_quality_20	SRR34712502	MP	PX213160.1	7	A/cattle/CA/25-019710-001-original/2025
SRR34712502_NA_cns.fa	Consensus_SRR34712502_NA_cns_threshold_0.5_quality_20	SRR34712502	NA	PX213159.1	6	A/cattle/CA/25-019710-001-original/2025
SRR34712502_NP_cns.fa	Consensus_SRR34712502_NP_cns_threshold_0.5_quality_20	SRR34712502	NP	PX213158.1	5	A/cattle/CA/25-019710-001-original/2025
SRR34712502_NS_cns.fa	Consensus_SRR34712502_NS_cns_threshold_0.5_quality_20	SRR34712502	NS	PX213161.1	8	A/cattle/CA/25-019710-001-original/2025
SRR34712502_PA_cns.fa	Consensus_SRR34712502_PA_cns_threshold_0.5_quality_20	SRR34712502	PA	PX213156.1	3	A/cattle/CA/25-019710-001-original/2025
SRR34712502_PB1_cns.fa	Consensus_SRR34712502_PB1_cns_threshold_0.5_quality_20	SRR34712502	PB1	PX213155.1	2	A/cattle/CA/25-019710-001-original/2025
SRR34712502_PB2_cns.fa	Consensus_SRR34712502_PB2_cns_threshold_0.5_quality_20	SRR34712502	PB2	PX213154.1	1	A/cattle/CA/25-019710-001-original/2025
SRR34712503_HA_cns.fa	Consensus_SRR34712503_HA_cns_threshold_0.5_quality_20	SRR34712503	HA	PX212893.1	4	A/cattle/CA/25-019649-003-original/2025
SRR34712503_MP_cns.fa	Consensus_SRR34712503_MP_cns_threshold_0.5_quality_20	SRR34712503	MP	PX212896.1	7	A/cattle/CA/25-019649-003-original/2025
SRR34712503_NA_cns.fa	Consensus_SRR34712503_NA_cns_threshold_0.5_quality_20	SRR34712503	NA	PX212895.1	6	A/cattle/CA/25-019649-003-original/2025
SRR34712503_NP_cns.fa	Consensus_SRR34712503_NP_cns_threshold_0.5_quality_20	SRR34712503	NP	PX212894.1	5	A/cattle/CA/25-019649-003-original/2025
SRR34712503_NS_cns.fa	Consensus_SRR34712503_NS_cns_threshold_0.5_quality_20	SRR34712503	NS	PX212897.1	8	A/cattle/CA/25-019649-003-original/2025
SRR34712503_PA_cns.fa	Consensus_SRR34712503_PA_cns_threshold_0.5_quality_20	SRR34712503	PA	PX212892.1	3	A/cattle/CA/25-019649-003-original/2025
SRR34712503_PB1_cns.fa	Consensus_SRR34712503_PB1_cns_threshold_0.5_quality_20	SRR34712503	PB1	PX212891.1	2	A/cattle/CA/25-019649-003-original/2025
SRR34712503_PB2_cns.fa	Consensus_SRR34712503_PB2_cns_threshold_0.5_quality_20	SRR34712503	PB2	PX212890.1	1	A/cattle/CA/25-019649-003-original/2025
SRR34712504_HA_cns.fa	Consensus_SRR34712504_HA_cns_threshold_0.5_quality_20	SRR34712504	HA	PX213149.1	4	A/cattle/CA/25-019706-007-original/2025
SRR34712504_MP_cns.fa	Consensus_SRR34712504_MP_cns_threshold_0.5_quality_20	SRR34712504	MP	PX213152.1	7	A/cattle/CA/25-019706-007-original/2025
SRR34712504_NA_cns.fa	Consensus_SRR34712504_NA_cns_threshold_0.5_quality_20	SRR34712504	NA	PX213151.1	6	A/cattle/CA/25-019706-007-original/2025
SRR34712504_NP_cns.fa	Consensus_SRR34712504_NP_cns_threshold_0.5_quality_20	SRR34712504	NP	PX213150.1	5	A/cattle/CA/25-019706-007-original/2025
SRR34712504_NS_cns.fa	Consensus_SRR34712504_NS_cns_threshold_0.5_quality_20	SRR34712504	NS	PX213153.1	8	A/cattle/CA/25-019706-007-original/2025
SRR34712504_PA_cns.fa	Consensus_SRR34712504_PA_cns_threshold_0.5_quality_20	SRR34712504	PA	PX213148.1	3	A/cattle/CA/25-019706-007-original/2025
SRR34712504_PB1_cns.fa	Consensus_SRR34712504_PB1_cns_threshold_0.5_quality_20	SRR34712504	PB1	PX213147.1	2	A/cattle/CA/25-019706-007-original/2025
SRR34712504_PB2_cns.fa	Consensus_SRR34712504_PB2_cns_threshold_0.5_quality_20	SRR34712504	PB2	PX213146.1	1	A/cattle/CA/25-019706-007-original/2025
SRR34712505_HA_cns.fa	Consensus_SRR34712505_HA_cns_threshold_0.5_quality_20	SRR34712505	HA	PX213117.1	4	A/cattle/CA/25-019706-003-original/2025
SRR34712505_MP_cns.fa	Consensus_SRR34712505_MP_cns_threshold_0.5_quality_20	SRR34712505	MP	PX213120.1	7	A/cattle/CA/25-019706-003-original/2025
SRR34712505_NA_cns.fa	Consensus_SRR34712505_NA_cns_threshold_0.5_quality_20	SRR34712505	NA	PX213119.1	6	A/cattle/CA/25-019706-003-original/2025
SRR34712505_NP_cns.fa	Consensus_SRR34712505_NP_cns_threshold_0.5_quality_20	SRR34712505	NP	PX213118.1	5	A/cattle/CA/25-019706-003-original/2025
SRR34712505_NS_cns.fa	Consensus_SRR34712505_NS_cns_threshold_0.5_quality_20	SRR34712505	NS	PX213121.1	8	A/cattle/CA/25-019706-003-original/2025
SRR34712505_PA_cns.fa	Consensus_SRR34712505_PA_cns_threshold_0.5_quality_20	SRR34712505	PA	PX213116.1	3	A/cattle/CA/25-019706-003-original/2025
SRR34712505_PB1_cns.fa	Consensus_SRR34712505_PB1_cns_threshold_0.5_quality_20	SRR34712505	PB1	PX213115.1	2	A/cattle/CA/25-019706-003-original/2025
SRR34712505_PB2_cns.fa	Consensus_SRR34712505_PB2_cns_threshold_0.5_quality_20	SRR34712505	PB2	PX213114.1	1	A/cattle/CA/25-019706-003-original/2025
SRR34712506_HA_cns.fa	Consensus_SRR34712506_HA_cns_threshold_0.5_quality_20	SRR34712506	HA	PX213109.1	4	A/cattle/CA/25-019706-002-original/2025
SRR34712506_MP_cns.fa	Consensus_SRR34712506_MP_cns_threshold_0.5_quality_20	SRR34712506	MP	PX213112.1	7	A/cattle/CA/25-019706-002-original/2025
SRR34712506_NA_cns.fa	Consensus_SRR34712506_NA_cns_threshold_0.5_quality_20	SRR34712506	NA	PX213111.1	6	A/cattle/CA/25-019706-002-original/2025
SRR34712506_NP_cns.fa	Consensus_SRR34712506_NP_cns_threshold_0.5_quality_20	SRR34712506	NP	PX213110.1	5	A/cattle/CA/25-019706-002-original/2025
SRR34712506_NS_cns.fa	Consensus_SRR34712506_NS_cns_threshold_0.5_quality_20	SRR34712506	NS	PX213113.1	8	A/cattle/CA/25-019706-002-original/2025
SRR34712506_PA_cns.fa	Consensus_SRR34712506_PA_cns_threshold_0.5_quality_20	SRR34712506	PA	PX213108.1	3	A/cattle/CA/25-019706-002-original/2025
SRR34712506_PB1_cns.fa	Consensus_SRR34712506_PB1_cns_threshold_0.5_quality_20	SRR34712506	PB1	PX213107.1	2	A/cattle/CA/25-019706-002-original/2025
SRR34712506_PB2_cns.fa	Consensus_SRR34712506_PB2_cns_threshold_0.5_quality_20	SRR34712506	PB2	PX213106.1	1	A/cattle/CA/25-019706-002-original/2025
SRR34712507_HA_cns.fa	Consensus_SRR34712507_HA_cns_threshold_0.5_quality_20	SRR34712507	HA	PX213101.1	4	A/cattle/CA/25-019706-001-original/2025
SRR34712507_MP_cns.fa	Consensus_SRR34712507_MP_cns_threshold_0.5_quality_20	SRR34712507	MP	PX213104.1	7	A/cattle/CA/25-019706-001-original/2025
SRR34712507_NA_cns.fa	Consensus_SRR34712507_NA_cns_threshold_0.5_quality_20	SRR34712507	NA	PX213103.1	6	A/cattle/CA/25-019706-001-original/2025
SRR34712507_NP_cns.fa	Consensus_SRR34712507_NP_cns_threshold_0.5_quality_20	SRR34712507	NP	PX213102.1	5	A/cattle/CA/25-019706-001-original/2025
SRR34712507_NS_cns.fa	Consensus_SRR34712507_NS_cns_threshold_0.5_quality_20	SRR34712507	NS	PX213105.1	8	A/cattle/CA/25-019706-001-original/2025
SRR34712507_PA_cns.fa	Consensus_SRR34712507_PA_cns_threshold_0.5_quality_20	SRR34712507	PA	PX213100.1	3	A/cattle/CA/25-019706-001-original/2025
SRR34712507_PB1_cns.fa	Consensus_SRR34712507_PB1_cns_threshold_0.5_quality_20	SRR34712507	PB1	PX213099.1	2	A/cattle/CA/25-019706-001-original/2025
SRR34712507_PB2_cns.fa	Consensus_SRR34712507_PB2_cns_threshold_0.5_quality_20	SRR34712507	PB2	PX213098.1	1	A/cattle/CA/25-019706-001-original/2025
SRR34712508_HA_cns.fa	Consensus_SRR34712508_HA_cns_threshold_0.5_quality_20	SRR34712508	HA	PX213093.1	4	A/cattle/CA/25-019704-002-original/2025
SRR34712508_MP_cns.fa	Consensus_SRR34712508_MP_cns_threshold_0.5_quality_20	SRR34712508	MP	PX213096.1	7	A/cattle/CA/25-019704-002-original/2025
SRR34712508_NA_cns.fa	Consensus_SRR34712508_NA_cns_threshold_0.5_quality_20	SRR34712508	NA	PX213095.1	6	A/cattle/CA/25-019704-002-original/2025
SRR34712508_NP_cns.fa	Consensus_SRR34712508_NP_cns_threshold_0.5_quality_20	SRR34712508	NP	PX213094.1	5	A/cattle/CA/25-019704-002-original/2025
SRR34712508_NS_cns.fa	Consensus_SRR34712508_NS_cns_threshold_0.5_quality_20	SRR34712508	NS	PX213097.1	8	A/cattle/CA/25-019704-002-original/2025
SRR34712508_PA_cns.fa	Consensus_SRR34712508_PA_cns_threshold_0.5_quality_20	SRR34712508	PA	PX213092.1	3	A/cattle/CA/25-019704-002-original/2025
SRR34712508_PB1_cns.fa	Consensus_SRR34712508_PB1_cns_threshold_0.5_quality_20	SRR34712508	PB1	PX213091.1	2	A/cattle/CA/25-019704-002-original/2025
SRR34712508_PB2_cns.fa	Consensus_SRR34712508_PB2_cns_threshold_0.5_quality_20	SRR34712508	PB2	PX213090.1	1	A/cattle/CA/25-019704-002-original/2025
SRR34712509_HA_cns.fa	Consensus_SRR34712509_HA_cns_threshold_0.5_quality_20	SRR34712509	HA	PX213085.1	4	A/cattle/CA/25-019700-001-original/2025
SRR34712509_MP_cns.fa	Consensus_SRR34712509_MP_cns_threshold_0.5_quality_20	SRR34712509	MP	PX213088.1	7	A/cattle/CA/25-019700-001-original/2025
SRR34712509_NA_cns.fa	Consensus_SRR34712509_NA_cns_threshold_0.5_quality_20	SRR34712509	NA	PX213087.1	6	A/cattle/CA/25-019700-001-original/2025
SRR34712509_NP_cns.fa	Consensus_SRR34712509_NP_cns_threshold_0.5_quality_20	SRR34712509	NP	PX213086.1	5	A/cattle/CA/25-019700-001-original/2025
SRR34712509_NS_cns.fa	Consensus_SRR34712509_NS_cns_threshold_0.5_quality_20	SRR34712509	NS	PX213089.1	8	A/cattle/CA/25-019700-001-original/2025
SRR34712509_PA_cns.fa	Consensus_SRR34712509_PA_cns_threshold_0.5_quality_20	SRR34712509	PA	PX213084.1	3	A/cattle/CA/25-019700-001-original/2025
SRR34712509_PB1_cns.fa	Consensus_SRR34712509_PB1_cns_threshold_0.5_quality_20	SRR34712509	PB1	PX213083.1	2	A/cattle/CA/25-019700-001-original/2025
SRR34712509_PB2_cns.fa	Consensus_SRR34712509_PB2_cns_threshold_0.5_quality_20	SRR34712509	PB2	PX213082.1	1	A/cattle/CA/25-019700-001-original/2025
SRR34712510_HA_cns.fa	Consensus_SRR34712510_HA_cns_threshold_0.5_quality_20	SRR34712510	HA	PX212981.1	4	A/cattle/CA/25-019660-003-original/2025
SRR34712510_MP_cns.fa	Consensus_SRR34712510_MP_cns_threshold_0.5_quality_20	SRR34712510	MP	PX212984.1	7	A/cattle/CA/25-019660-003-original/2025
SRR34712510_NA_cns.fa	Consensus_SRR34712510_NA_cns_threshold_0.5_quality_20	SRR34712510	NA	PX212983.1	6	A/cattle/CA/25-019660-003-original/2025
SRR34712510_NP_cns.fa	Consensus_SRR34712510_NP_cns_threshold_0.5_quality_20	SRR34712510	NP	PX212982.1	5	A/cattle/CA/25-019660-003-original/2025
SRR34712510_NS_cns.fa	Consensus_SRR34712510_NS_cns_threshold_0.5_quality_20	SRR34712510	NS	PX212985.1	8	A/cattle/CA/25-019660-003-original/2025
SRR34712510_PA_cns.fa	Consensus_SRR34712510_PA_cns_threshold_0.5_quality_20	SRR34712510	PA	PX212980.1	3	A/cattle/CA/25-019660-003-original/2025
SRR34712510_PB1_cns.fa	Consensus_SRR34712510_PB1_cns_threshold_0.5_quality_20	SRR34712510	PB1	PX212979.1	2	A/cattle/CA/25-019660-003-original/2025
SRR34712510_PB2_cns.fa	Consensus_SRR34712510_PB2_cns_threshold_0.5_quality_20	SRR34712510	PB2	PX212978.1	1	A/cattle/CA/25-019660-003-original/2025
SRR34712511_HA_cns.fa	Consensus_SRR34712511_HA_cns_threshold_0.5_quality_20	SRR34712511	HA	PX212989.1	4	A/cattle/CA/25-019660-004-original/2025
SRR34712511_MP_cns.fa	Consensus_SRR34712511_MP_cns_threshold_0.5_quality_20	SRR34712511	MP	PX212992.1	7	A/cattle/CA/25-019660-004-original/2025
SRR34712511_NA_cns.fa	Consensus_SRR34712511_NA_cns_threshold_0.5_quality_20	SRR34712511	NA	PX212991.1	6	A/cattle/CA/25-019660-004-original/2025
SRR34712511_NP_cns.fa	Consensus_SRR34712511_NP_cns_threshold_0.5_quality_20	SRR34712511	NP	PX212990.1	5	A/cattle/CA/25-019660-004-original/2025
SRR34712511_NS_cns.fa	Consensus_SRR34712511_NS_cns_threshold_0.5_quality_20	SRR34712511	NS	PX212993.1	8	A/cattle/CA/25-019660-004-original/2025
SRR34712511_PA_cns.fa	Consensus_SRR34712511_PA_cns_threshold_0.5_quality_20	SRR34712511	PA	PX212988.1	3	A/cattle/CA/25-019660-004-original/2025
SRR34712511_PB1_cns.fa	Consensus_SRR34712511_PB1_cns_threshold_0.5_quality_20	SRR34712511	PB1	PX212987.1	2	A/cattle/CA/25-019660-004-original/2025
SRR34712511_PB2_cns.fa	Consensus_SRR34712511_PB2_cns_threshold_0.5_quality_20	SRR34712511	PB2	PX212986.1	1	A/cattle/CA/25-019660-004-original/2025
SRR34712512_HA_cns.fa	Consensus_SRR34712512_HA_cns_threshold_0.5_quality_20	SRR34712512	HA	PX212997.1	4	A/cattle/CA/25-019660-005-original/2025
SRR34712512_MP_cns.fa	Consensus_SRR34712512_MP_cns_threshold_0.5_quality_20	SRR34712512	MP	PX213000.1	7	A/cattle/CA/25-019660-005-original/2025
SRR34712512_NA_cns.fa	Consensus_SRR34712512_NA_cns_threshold_0.5_quality_20	SRR34712512	NA	PX212999.1	6	A/cattle/CA/25-019660-005-original/2025
SRR34712512_NP_cns.fa	Consensus_SRR34712512_NP_cns_threshold_0.5_quality_20	SRR34712512	NP	PX212998.1	5	A/cattle/CA/25-019660-005-original/2025
SRR34712512_NS_cns.fa	Consensus_SRR34712512_NS_cns_threshold_0.5_quality_20	SRR34712512	NS	PX213001.1	8	A/cattle/CA/25-019660-005-original/2025
SRR34712512_PA_cns.fa	Consensus_SRR34712512_PA_cns_threshold_0.5_quality_20	SRR34712512	PA	PX212996.1	3	A/cattle/CA/25-019660-005-original/2025
SRR34712512_PB1_cns.fa	Consensus_SRR34712512_PB1_cns_threshold_0.5_quality_20	SRR34712512	PB1	PX212995.1	2	A/cattle/CA/25-019660-005-original/2025
SRR34712512_PB2_cns.fa	Consensus_SRR34712512_PB2_cns_threshold_0.5_quality_20	SRR34712512	PB2	PX212994.1	1	A/cattle/CA/25-019660-005-original/2025
SRR34712513_HA_cns.fa	Consensus_SRR34712513_HA_cns_threshold_0.5_quality_20	SRR34712513	HA	PX213005.1	4	A/cattle/CA/25-019660-006-original/2025
SRR34712513_MP_cns.fa	Consensus_SRR34712513_MP_cns_threshold_0.5_quality_20	SRR34712513	MP	PX213008.1	7	A/cattle/CA/25-019660-006-original/2025
SRR34712513_NA_cns.fa	Consensus_SRR34712513_NA_cns_threshold_0.5_quality_20	SRR34712513	NA	PX213007.1	6	A/cattle/CA/25-019660-006-original/2025
SRR34712513_NP_cns.fa	Consensus_SRR34712513_NP_cns_threshold_0.5_quality_20	SRR34712513	NP	PX213006.1	5	A/cattle/CA/25-019660-006-original/2025
SRR34712513_NS_cns.fa	Consensus_SRR34712513_NS_cns_threshold_0.5_quality_20	SRR34712513	NS	PX213009.1	8	A/cattle/CA/25-019660-006-original/2025
SRR34712513_PA_cns.fa	Consensus_SRR34712513_PA_cns_threshold_0.5_quality_20	SRR34712513	PA	PX213004.1	3	A/cattle/CA/25-019660-006-original/2025
SRR34712513_PB1_cns.fa	Consensus_SRR34712513_PB1_cns_threshold_0.5_quality_20	SRR34712513	PB1	PX213003.1	2	A/cattle/CA/25-019660-006-original/2025
SRR34712513_PB2_cns.fa	Consensus_SRR34712513_PB2_cns_threshold_0.5_quality_20	SRR34712513	PB2	PX213002.1	1	A/cattle/CA/25-019660-006-original/2025
SRR34712514_HA_cns.fa	Consensus_SRR34712514_HA_cns_threshold_0.5_quality_20	SRR34712514	HA	PX212877.1	4	A/cattle/CA/25-019648-004-original/2025
SRR34712514_MP_cns.fa	Consensus_SRR34712514_MP_cns_threshold_0.5_quality_20	SRR34712514	MP	PX212880.1	7	A/cattle/CA/25-019648-004-original/2025
SRR34712514_NA_cns.fa	Consensus_SRR34712514_NA_cns_threshold_0.5_quality_20	SRR34712514	NA	PX212879.1	6	A/cattle/CA/25-019648-004-original/2025
SRR34712514_NP_cns.fa	Consensus_SRR34712514_NP_cns_threshold_0.5_quality_20	SRR34712514	NP	PX212878.1	5	A/cattle/CA/25-019648-004-original/2025
SRR34712514_NS_cns.fa	Consensus_SRR34712514_NS_cns_threshold_0.5_quality_20	SRR34712514	NS	PX212881.1	8	A/cattle/CA/25-019648-004-original/2025
SRR34712514_PA_cns.fa	Consensus_SRR34712514_PA_cns_threshold_0.5_quality_20	SRR34712514	PA	PX212876.1	3	A/cattle/CA/25-019648-004-original/2025
SRR34712514_PB1_cns.fa	Consensus_SRR34712514_PB1_cns_threshold_0.5_quality_20	SRR34712514	PB1	PX212875.1	2	A/cattle/CA/25-019648-004-original/2025
SRR34712514_PB2_cns.fa	Consensus_SRR34712514_PB2_cns_threshold_0.5_quality_20	SRR34712514	PB2	PX212874.1	1	A/cattle/CA/25-019648-004-original/2025
SRR34712515_HA_cns.fa	Consensus_SRR34712515_HA_cns_threshold_0.5_quality_20	SRR34712515	HA	PX213013.1	4	A/cattle/CA/25-019661-001-original/2025
SRR34712515_MP_cns.fa	Consensus_SRR34712515_MP_cns_threshold_0.5_quality_20	SRR34712515	MP	PX213016.1	7	A/cattle/CA/25-019661-001-original/2025
SRR34712515_NA_cns.fa	Consensus_SRR34712515_NA_cns_threshold_0.5_quality_20	SRR34712515	NA	PX213015.1	6	A/cattle/CA/25-019661-001-original/2025
SRR34712515_NP_cns.fa	Consensus_SRR34712515_NP_cns_threshold_0.5_quality_20	SRR34712515	NP	PX213014.1	5	A/cattle/CA/25-019661-001-original/2025
SRR34712515_NS_cns.fa	Consensus_SRR34712515_NS_cns_threshold_0.5_quality_20	SRR34712515	NS	PX213017.1	8	A/cattle/CA/25-019661-001-original/2025
SRR34712515_PA_cns.fa	Consensus_SRR34712515_PA_cns_threshold_0.5_quality_20	SRR34712515	PA	PX213012.1	3	A/cattle/CA/25-019661-001-original/2025
SRR34712515_PB1_cns.fa	Consensus_SRR34712515_PB1_cns_threshold_0.5_quality_20	SRR34712515	PB1	PX213011.1	2	A/cattle/CA/25-019661-001-original/2025
SRR34712515_PB2_cns.fa	Consensus_SRR34712515_PB2_cns_threshold_0.5_quality_20	SRR34712515	PB2	PX213010.1	1	A/cattle/CA/25-019661-001-original/2025
SRR34712516_HA_cns.fa	Consensus_SRR34712516_HA_cns_threshold_0.5_quality_20	SRR34712516	HA	PX213021.1	4	A/cattle/CA/25-019661-002-original/2025
SRR34712516_MP_cns.fa	Consensus_SRR34712516_MP_cns_threshold_0.5_quality_20	SRR34712516	MP	PX213024.1	7	A/cattle/CA/25-019661-002-original/2025
SRR34712516_NA_cns.fa	Consensus_SRR34712516_NA_cns_threshold_0.5_quality_20	SRR34712516	NA	PX213023.1	6	A/cattle/CA/25-019661-002-original/2025
SRR34712516_NP_cns.fa	Consensus_SRR34712516_NP_cns_threshold_0.5_quality_20	SRR34712516	NP	PX213022.1	5	A/cattle/CA/25-019661-002-original/2025
SRR34712516_NS_cns.fa	Consensus_SRR34712516_NS_cns_threshold_0.5_quality_20	SRR34712516	NS	PX213025.1	8	A/cattle/CA/25-019661-002-original/2025
SRR34712516_PA_cns.fa	Consensus_SRR34712516_PA_cns_threshold_0.5_quality_20	SRR34712516	PA	PX213020.1	3	A/cattle/CA/25-019661-002-original/2025
SRR34712516_PB1_cns.fa	Consensus_SRR34712516_PB1_cns_threshold_0.5_quality_20	SRR34712516	PB1	PX213019.1	2	A/cattle/CA/25-019661-002-original/2025
