sample	date	File Name	Genotype	Genotype List Used, >=98.0%	Genotype Sample Title List	Genotype Percent Match List	Genotype Mismatch List	Genotype Average Depth of Coverage List
SRR31605233	2025-05-09_10-50-16	SRR31605233.fa	B3.13	NS:am1.1, PB1:am4, HA:ea1, PA:ea1, NA:ea1, MP:ea1, NP:am8, PB2:am2.2	am1.1:22-010085-001:NS, am4:23-001855-001:PB1, ea1:22-003707-003:HA, ea1:22-003707-003:PA, ea1:22-003707-003:NA, ea1:22-003707-003:MP, am8:23-032005-001:NP, am2.2:22-010445-001:PB2	99.05%, 99.52%, 98.47%, 98.84%, 98.86%, 98.98%, 99.00%, 98.55%	8, 11, 26, 25, 16, 10, 15, 33	Ran on FASTA - No Coverage Report
SRR24839743	2025-05-09_10-46-16	SRR24839743.fa	A1	PB1:ea1, HA:ea1, NA:ea1, NP:ea1, NS:ea1, PA:ea1, MP:ea1, PB2:ea1	ea1:22-003707-003:PB1, ea1:22-003707-003:HA, ea1:22-003707-003:NA, ea1:22-003707-003:NP, ea1:22-003707-003:NS, ea1:22-003707-003:PA, ea1:22-003707-003:MP, ea1:22-003707-003:PB2	99.78%, 99.59%, 99.86%, 99.80%, 99.76%, 99.77%, 100.00%, 100.00%	5, 7, 2, 3, 2, 5, 0, 0	Ran on FASTA - No Coverage Report
SRR32512584	2025-05-09_10-49-06	SRR32512584.fa	D1.1	HA:ea3, NA:am4N1, PA:am4, NP:am13, PB2:am24, NS:ea3, MP:ea3, PB1:ea3	ea3:22-013001-001:HA, am4N1:24-030039-001:NA, am4:24-030039-001:PA, am13:24-030039-001:NP, am24:24-030039-001:PB2, ea3:22-013001-001:NS, ea3:22-013001-001:MP, ea3:22-013001-001:PB1	99.47%, 99.20%, 99.77%, 99.80%, 99.83%, 98.81%, 100.00%, 99.44%	9, 9, 5, 3, 4, 10, 0, 10	Ran on FASTA - No Coverage Report
SRR31821149	2025-05-09_10-49-20	SRR31821149.fa	B3.13	PB2:am2.2, MP:ea1, NA:ea1, PB1:am4, NP:am8, PA:ea1, NS:am1.1, HA:ea1	am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, ea1:22-003707-003:NA, am4:23-001855-001:PB1, am8:23-032005-001:NP, ea1:22-003707-003:PA, am1.1:22-010085-001:NS, ea1:22-003707-003:HA	98.64%, 98.78%, 99.01%, 99.38%, 99.06%, 98.98%, 99.17%, 98.53%	31, 12, 14, 14, 14, 22, 7, 25	Ran on FASTA - No Coverage Report
SRR32804551	2025-05-09_10-52-18	SRR32804551.fa	D1.1	NP:am13, MP:ea3, PB2:am24, NS:ea3, PA:am4, HA:ea3, NA:am4N1, PB1:ea3	am13:24-030039-001:NP, ea3:22-013001-001:MP, am24:24-030039-001:PB2, ea3:22-013001-001:NS, am4:24-030039-001:PA, ea3:22-013001-001:HA, am4N1:24-030039-001:NA, ea3:22-013001-001:PB1	99.67%, 99.90%, 99.78%, 98.69%, 99.77%, 99.47%, 99.65%, 99.38%	5, 1, 5, 11, 5, 9, 4, 14	Ran on FASTA - No Coverage Report
SRR29182441	2025-04-08_14-56-35	SRR29182441.fa	B3.13	PB2:am2.2, PB1:am4, PA:ea1, HA:ea1, NP:am8, NA:ea1, MP:ea1, NS:am1.1	am2.2:22-010445-001:PB2, am4:23-001855-001:PB1, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am8:23-032005-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:MP, am1.1:22-010085-001:NS	98.81%, 99.52%, 99.12%, 98.65%, 99.40%, 99.01%, 98.78%, 99.28%	27, 11, 19, 23, 9, 14, 12, 6	Ran on FASTA - No Coverage Report
SRR31821045	2025-05-09_10-50-35	SRR31821045.fa	B3.13	HA:ea1, PB1:am4, NS:am1.1, NA:ea1, MP:ea1, PB2:am2.2, NP:am8, PA:ea1	ea1:22-003707-003:HA, am4:23-001855-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:MP, am2.2:22-010445-001:PB2, am8:23-032005-001:NP, ea1:22-003707-003:PA	98.30%, 99.38%, 99.05%, 98.65%, 98.98%, 98.60%, 98.93%, 98.93%	29, 14, 8, 19, 10, 32, 16, 23	Ran on FASTA - No Coverage Report
SRR32254326	2025-05-09_10-51-06	SRR32254326.fa	B3.13	MP:ea1, NA:ea1, NP:am8, PA:ea1, NS:am1.1, HA:ea1, PB1:am4, PB2:am2.2	ea1:22-003707-003:MP, ea1:22-003707-003:NA, am8:23-032005-001:NP, ea1:22-003707-003:PA, am1.1:22-010085-001:NS, ea1:22-003707-003:HA, am4:23-001855-001:PB1, am2.2:22-010445-001:PB2	98.88%, 98.79%, 99.00%, 98.93%, 98.69%, 98.23%, 99.25%, 98.64%	11, 17, 15, 23, 11, 30, 17, 31	Ran on FASTA - No Coverage Report
SRR30235386	2025-05-09_10-48-57	SRR30235386.fa	B3.13	HA:ea1, NA:ea1, NP:am8, MP:ea1, PB1:am4, NS:am1.1, PA:ea1, PB2:am2.2	ea1:22-003707-003:HA, ea1:22-003707-003:NA, am8:23-032005-001:NP, ea1:22-003707-003:MP, am4:23-001855-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:PA, am2.2:22-010445-001:PB2	98.65%, 98.86%, 99.20%, 98.88%, 99.47%, 99.05%, 99.26%, 98.73%	23, 16, 12, 11, 12, 8, 16, 29	Ran on FASTA - No Coverage Report
SRR28834960	2025-05-09_10-47-33	SRR28834960.fa	B3.6	MP:ea1, NP:am1.4.1, NS:am1.1, PB2:am5, NA:ea1, HA:ea1, PA:ea1, PB1:am4	ea1:22-003707-003:MP, am1.4.1:22-009329-001:NP, am1.1:22-010085-001:NS, am5:23-001855-001:PB2, ea1:22-003707-003:NA, ea1:22-003707-003:HA, ea1:22-003707-003:PA, am4:23-001855-001:PB1	98.98%, 99.47%, 98.93%, 99.39%, 99.01%, 98.83%, 98.61%, 99.47%	10, 8, 9, 14, 14, 20, 30, 12	Ran on FASTA - No Coverage Report
SRR29694550	2025-05-09_10-48-17	SRR29694550.fa	B3.13	NS:am1.1, PB2:am2.2, MP:ea1, PB1:am4, PA:ea1, NA:ea1, NP:am8, HA:ea1	am1.1:22-010085-001:NS, am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, am4:23-001855-001:PB1, ea1:22-003707-003:PA, ea1:22-003707-003:NA, am8:23-032005-001:NP, ea1:22-003707-003:HA	98.81%, 98.77%, 98.88%, 99.56%, 99.21%, 99.08%, 99.33%, 98.65%	10, 28, 11, 10, 17, 13, 10, 23	Ran on FASTA - No Coverage Report
SRR31597285	2025-05-09_10-46-28	SRR31597285.fa	B3.13	NS:am1.1, PB2:am2.2, MP:ea1, PA:ea1, PB1:am4, NA:ea1, NP:am8, HA:ea1	am1.1:22-010085-001:NS, am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, ea1:22-003707-003:PA, am4:23-001855-001:PB1, ea1:22-003707-003:NA, am8:23-032005-001:NP, ea1:22-003707-003:HA	98.93%, 98.60%, 98.98%, 98.98%, 99.47%, 98.86%, 99.06%, 98.53%	9, 32, 10, 22, 12, 16, 14, 25	Ran on FASTA - No Coverage Report
SRR32006810	2025-05-09_10-51-08	SRR32006810.fa	B3.13	PB2:am2.2, NA:ea1, PB1:am4, PA:ea1, NS:am1.1, HA:ea1, MP:ea1, NP:am8	am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, am4:23-001855-001:PB1, ea1:22-003707-003:PA, am1.1:22-010085-001:NS, ea1:22-003707-003:HA, ea1:22-003707-003:MP, am8:23-032005-001:NP	98.77%, 98.86%, 99.52%, 98.88%, 99.05%, 98.29%, 98.88%, 98.86%	28, 16, 11, 24, 8, 29, 11, 17	Ran on FASTA - No Coverage Report
SRR30789608	2025-05-09_10-49-09	SRR30789608.fa	Not assigned: Only 5 segments >98.0% match found of total 8 segments in input file	PB1:am4, MP:ea1, NS:am1.1, HA:ea1, PA:ea1	am4:23-001855-001:PB1, ea1:22-003707-003:MP, ea1:22-003707-003:NA, am8:23-032005-001:NP, am2.2:22-010445-001:PB2, am1.1:22-010085-001:NS, ea1:22-003707-003:HA, ea1:22-003707-003:PA	99.25%, 98.74%, 97.00%, 97.33%, 96.47%, 98.84%, 98.08%, 99.16%	17, 12, 41, 40, 59, 3, 23, 18	Ran on FASTA - No Coverage Report
SRR29281466	2025-05-09_10-47-49	SRR29281466.fa	B3.13	PA:ea1, MP:ea1, NS:am1.1, NA:ea1, HA:ea1, PB2:am2.2, NP:am8, PB1:am4	ea1:22-003707-003:PA, ea1:22-003707-003:MP, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, am8:23-032005-001:NP, am4:23-001855-001:PB1	99.12%, 98.68%, 99.05%, 99.08%, 98.77%, 98.77%, 99.33%, 99.52%	19, 13, 8, 13, 21, 28, 10, 11	Ran on FASTA - No Coverage Report
SRR32125548	2025-05-09_10-48-19	SRR32125548.fa	D1.1	HA:ea3, NA:am4N1, PB1:ea3, NS:ea3, PA:am4, MP:ea3, PB2:am24, NP:am13	ea3:22-013001-001:HA, am4N1:24-030039-001:NA, ea3:22-013001-001:PB1, ea3:22-013001-001:NS, am4:24-030039-001:PA, ea3:22-013001-001:MP, am24:24-030039-001:PB2, am13:24-030039-001:NP	99.47%, 99.64%, 99.52%, 98.93%, 99.77%, 100.00%, 99.78%, 99.87%	9, 4, 11, 9, 5, 0, 5, 2	Ran on FASTA - No Coverage Report
SRR31959963	2025-05-09_10-49-41	SRR31959963.fa	A3	NP:ea3, NS:ea3, MP:ea3, NA:ea3, PB1:ea3, PB2:ea3, HA:ea3, PA:ea3	ea3:22-013001-001:NP, ea3:22-013001-001:NS, ea3:22-013001-001:MP, ea3:22-013001-001:NA, ea3:22-013001-001:PB1, ea3:22-013001-001:PB2, ea3:22-013001-001:HA, ea3:22-013001-001:PA	99.60%, 99.76%, 99.80%, 99.01%, 99.60%, 99.87%, 99.59%, 99.44%	6, 2, 2, 14, 9, 1, 7, 12	Ran on FASTA - No Coverage Report
SRR28912785	2025-05-09_10-47-35	SRR28912785.fa	B3.13	PB1:am4, NP:am8, PA:ea1, MP:ea1, NA:ea1, PB2:am2.2, HA:ea1, NS:am1.1	am4:23-001855-001:PB1, am8:23-032005-001:NP, ea1:22-003707-003:PA, ea1:22-003707-003:MP, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, am1.1:22-010085-001:NS	99.52%, 99.40%, 99.16%, 98.68%, 99.15%, 98.82%, 98.65%, 99.28%	11, 9, 18, 13, 12, 27, 23, 6	Ran on FASTA - No Coverage Report
SRR32973847	2025-05-09_10-46-51	SRR32973847.fa	B3.13	NP:am8, PA:ea1, MP:ea1, NA:ea1, HA:ea1, NS:am1.1, PB1:am4, PB2:am2.2	am8:23-032005-001:NP, ea1:22-003707-003:PA, ea1:22-003707-003:MP, ea1:22-003707-003:NA, ea1:22-003707-003:HA, am1.1:22-010085-001:NS, am4:23-001855-001:PB1, am2.2:22-010445-001:PB2	99.06%, 99.07%, 98.98%, 98.86%, 98.59%, 99.17%, 99.52%, 98.60%	14, 20, 10, 16, 24, 7, 11, 32	Ran on FASTA - No Coverage Report
SRR31604990	2025-05-09_10-46-54	SRR31604990.fa	B3.13	PB2:am2.2, NS:am1.1, MP:ea1, NA:ea1, HA:ea1, PA:ea1, NP:am8, PB1:am4	am2.2:22-010445-001:PB2, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:NA, ea1:22-003707-003:HA, ea1:22-003707-003:PA, am8:23-032005-001:NP, am4:23-001855-001:PB1	98.73%, 99.17%, 98.88%, 98.79%, 98.77%, 99.12%, 99.00%, 99.38%	29, 7, 11, 17, 21, 19, 15, 14	Ran on FASTA - No Coverage Report
SRR30811279	2025-05-09_10-45-22	SRR30811279.fa	B3.13	PB1:am4, MP:ea1, HA:ea1, PA:ea1, PB2:am2.2, NP:am8, NA:ea1, NS:am1.1	am4:23-001855-001:PB1, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:PA, am2.2:22-010445-001:PB2, am8:23-032005-001:NP, ea1:22-003707-003:NA, am1.1:22-010085-001:NS	99.56%, 98.88%, 98.65%, 99.26%, 98.38%, 99.27%, 98.86%, 99.05%	10, 11, 23, 16, 37, 11, 16, 8	Ran on FASTA - No Coverage Report
SRR28752466	2025-05-09_10-47-08	SRR28752466.fa	B3.13	PB1:am4, NS:am1.1, PB2:am2.2, PA:ea1, NA:ea1, HA:ea1, MP:ea1, NP:am8	am4:23-001855-001:PB1, am1.1:22-010085-001:NS, am2.2:22-010445-001:PB2, ea1:22-003707-003:PA, ea1:22-003707-003:NA, ea1:22-003707-003:HA, ea1:22-003707-003:MP, am8:23-032005-001:NP	99.56%, 99.28%, 98.86%, 99.16%, 99.15%, 98.65%, 98.68%, 99.40%	10, 6, 26, 18, 12, 23, 13, 9	Ran on FASTA - No Coverage Report
SRR24842914	2025-05-09_10-46-24	SRR24842914.fa	B4.1	NS:ea1, PB2:am2.2, NA:ea1, PA:ea1, MP:ea1, HA:ea1, PB1:ea1, NP:am1.3	ea1:22-003707-003:NS, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:PB1, am1.3:22-010445-001:NP	99.76%, 99.96%, 99.57%, 99.91%, 100.00%, 99.82%, 99.91%, 99.93%	2, 1, 6, 2, 0, 3, 2, 1	Ran on FASTA - No Coverage Report
SRR24843093	2025-05-09_10-45-42	SRR24843093.fa	B3.2	PA:ea1, NA:ea1, PB1:am1.2, HA:ea1, NP:am1.4.1, PB2:am2.1, MP:ea1, NS:am1.1	ea1:22-003707-003:PA, ea1:22-003707-003:NA, am1.2:22-010085-001:PB1, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, am2.1:22-009329-001:PB2, ea1:22-003707-003:MP, am1.1:22-010085-001:NS	99.91%, 99.79%, 99.74%, 99.65%, 99.93%, 99.78%, 99.80%, 99.88%	2, 3, 6, 6, 1, 5, 2, 1	Ran on FASTA - No Coverage Report
SRR29281470	2025-05-09_10-47-50	SRR29281470.fa	B3.13	HA:ea1, NS:am1.1, NP:am8, PB1:am4, NA:ea1, MP:ea1, PA:ea1, PB2:am2.2	ea1:22-003707-003:HA, am1.1:22-010085-001:NS, am8:23-032005-001:NP, am4:23-001855-001:PB1, ea1:22-003707-003:NA, ea1:22-003707-003:MP, ea1:22-003707-003:PA, am2.2:22-010445-001:PB2	98.77%, 99.28%, 99.13%, 99.52%, 99.01%, 98.88%, 99.21%, 98.77%	21, 6, 13, 11, 14, 11, 17, 28	Ran on FASTA - No Coverage Report
SRR31597130	2025-05-09_10-45-22	SRR31597130.fa	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB1:am4, NP:am8, PB2:am2.2, HA:ea1, NS:am1.1, NA:ea1, MP:ea1	am4:23-001855-001:PB1, am8:23-032005-001:NP, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:MP	98.94%, 99.00%, 98.68%, 98.59%, 99.05%, 98.86%, 96.61%, 98.98%	24, 15, 30, 24, 8, 16, 73, 10	Ran on FASTA - No Coverage Report
SRR31596860	2025-05-09_10-49-22	SRR31596860.fa	D1.1	HA:ea3, NP:am13, PB2:am24, NA:am4N1, NS:ea3, MP:ea3, PA:am4, PB1:ea3	ea3:22-013001-001:HA, am13:24-030039-001:NP, am24:24-030039-001:PB2, am4N1:24-030039-001:NA, ea3:22-013001-001:NS, ea3:22-013001-001:MP, am4:24-030039-001:PA, ea3:22-013001-001:PB1	99.59%, 99.93%, 99.69%, 99.56%, 99.17%, 100.00%, 99.81%, 98.24%	7, 1, 7, 5, 7, 0, 4, 40	Ran on FASTA - No Coverage Report
SRR24839678	2025-05-09_10-46-11	SRR24839678.fa	A1	PB2:ea1, MP:ea1, PA:ea1, PB1:ea1, NA:ea1, HA:ea1, NP:ea1, NS:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:MP, ea1:22-003707-003:PA, ea1:22-003707-003:PB1, ea1:22-003707-003:NA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NS	100.00%, 100.00%, 99.16%, 99.78%, 99.86%, 99.82%, 99.93%, 99.88%	0, 0, 18, 5, 2, 3, 1, 1	Ran on FASTA - No Coverage Report
SRR31597187	2025-05-09_10-49-08	SRR31597187.fa	B3.13	PA:ea1, PB2:am2.2, NP:am8, NS:am1.1, NA:ea1, PB1:am4, HA:ea1, MP:ea1	ea1:22-003707-003:PA, am2.2:22-010445-001:PB2, am8:23-032005-001:NP, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, am4:23-001855-001:PB1, ea1:22-003707-003:HA, ea1:22-003707-003:MP	99.02%, 98.68%, 99.00%, 99.05%, 98.94%, 99.52%, 98.53%, 98.98%	21, 30, 15, 8, 15, 11, 25, 10	Ran on FASTA - No Coverage Report
SRR32415092	2025-05-09_10-51-39	SRR32415092.fa	D1.1	PA:am4, HA:ea3, MP:ea3, PB1:ea3, NS:ea3, NA:am4N1, PB2:am24, NP:am13	am4:24-030039-001:PA, ea3:22-013001-001:HA, ea3:22-013001-001:MP, ea3:22-013001-001:PB1, ea3:22-013001-001:NS, am4N1:24-030039-001:NA, am24:24-030039-001:PB2, am13:24-030039-001:NP	99.58%, 99.53%, 99.80%, 99.44%, 98.81%, 99.20%, 99.78%, 99.73%	9, 8, 2, 10, 10, 9, 5, 4	Ran on FASTA - No Coverage Report
SRR28752677	2025-05-09_10-47-27	SRR28752677.fa	B3.13	MP:ea1, NA:ea1, NP:am8, PB1:am4, HA:ea1, PA:ea1, NS:am1.1, PB2:am2.2	ea1:22-003707-003:MP, ea1:22-003707-003:NA, am8:23-032005-001:NP, am4:23-001855-001:PB1, ea1:22-003707-003:HA, ea1:22-003707-003:PA, am1.1:22-010085-001:NS, am2.2:22-010445-001:PB2	98.88%, 99.08%, 99.40%, 99.56%, 98.77%, 99.16%, 99.28%, 98.86%	11, 13, 9, 10, 21, 18, 6, 26	Ran on FASTA - No Coverage Report
SRR29455598	2025-05-09_10-48-00	SRR29455598.fa	B3.13	NA:ea1, NS:am1.1, HA:ea1, NP:am8, PB1:am4, PB2:am2.2, MP:ea1, PA:ea1	ea1:22-003707-003:NA, am1.1:22-010085-001:NS, ea1:22-003707-003:HA, am8:23-032005-001:NP, am4:23-001855-001:PB1, am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, ea1:22-003707-003:PA	99.08%, 98.93%, 98.65%, 99.33%, 99.56%, 98.77%, 98.88%, 99.21%	13, 9, 23, 10, 10, 28, 11, 17	Ran on FASTA - No Coverage Report
SRR32125663	2025-05-09_10-51-20	SRR32125663.fa	B3.13	PA:ea1, NP:am8, PB1:am4, PB2:am2.2, NA:ea1, MP:ea1, NS:am1.1, HA:ea1	ea1:22-003707-003:PA, am8:23-032005-001:NP, am4:23-001855-001:PB1, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, ea1:22-003707-003:MP, am1.1:22-010085-001:NS, ea1:22-003707-003:HA	98.84%, 99.00%, 99.47%, 98.73%, 98.79%, 98.88%, 99.17%, 98.36%	25, 15, 12, 29, 17, 11, 7, 28	Ran on FASTA - No Coverage Report
SRR31347676	2025-05-09_10-45-25	SRR31347676.fa	B3.13	NA:ea1, PB1:am4, PA:ea1, NS:am1.1, HA:ea1, MP:ea1, NP:am8, PB2:am2.2	ea1:22-003707-003:NA, am4:23-001855-001:PB1, ea1:22-003707-003:PA, am1.1:22-010085-001:NS, ea1:22-003707-003:HA, ea1:22-003707-003:MP, am8:23-032005-001:NP, am2.2:22-010445-001:PB2	98.86%, 99.43%, 99.02%, 99.05%, 98.53%, 98.98%, 98.86%, 98.51%	16, 13, 21, 8, 25, 10, 17, 34	Ran on FASTA - No Coverage Report
SRR31885873	2025-05-09_10-50-52	SRR31885873.fa	B3.13	PB2:am2.2, NP:am8, PA:ea1, NS:am1.1, NA:ea1, HA:ea1, MP:ea1, PB1:am4	am2.2:22-010445-001:PB2, am8:23-032005-001:NP, ea1:22-003707-003:PA, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:HA, ea1:22-003707-003:MP, am4:23-001855-001:PB1	98.82%, 99.20%, 99.02%, 99.28%, 99.01%, 98.65%, 98.78%, 99.47%	27, 12, 21, 6, 14, 23, 12, 12	Ran on FASTA - No Coverage Report
SRR31885803	2025-05-09_10-50-49	SRR31885803.fa	D1.1	MP:ea3, PA:am4, NP:am13, PB1:ea3, HA:ea3, PB2:am24, NS:ea3, NA:am4N1	ea3:22-013001-001:MP, am4:24-030039-001:PA, am13:24-030039-001:NP, ea3:22-013001-001:PB1, ea3:22-013001-001:HA, am24:24-030039-001:PB2, ea3:22-013001-001:NS, am4N1:24-030039-001:NA	99.69%, 99.72%, 99.93%, 99.38%, 99.41%, 99.74%, 99.28%, 99.29%	3, 6, 1, 14, 10, 6, 6, 8	Ran on FASTA - No Coverage Report
SRR24839232	2025-05-09_10-45-39	SRR24839232.fa	B2.1	PA:ea1, HA:ea1, NS:ea1, NA:ea1, MP:ea1, PB1:ea1, NP:am1.1, PB2:am1.2	ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:MP, ea1:22-003707-003:PB1, am1.1:22-007805-001:NP, am1.2:22-007805-001:PB2	99.86%, 99.82%, 99.76%, 99.86%, 100.00%, 99.91%, 99.93%, 99.91%	3, 3, 2, 2, 0, 2, 1, 2	Ran on FASTA - No Coverage Report
SRR31821195	2025-05-09_10-50-43	SRR31821195.fa	B3.13	MP:ea1, PB1:am4, PA:ea1, NP:am8, NA:ea1, HA:ea1, PB2:am2.2, NS:am1.1	ea1:22-003707-003:MP, am4:23-001855-001:PB1, ea1:22-003707-003:PA, am8:23-032005-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, am1.1:22-010085-001:NS	98.98%, 99.34%, 98.79%, 99.00%, 98.86%, 98.30%, 98.68%, 99.17%	10, 15, 26, 15, 16, 29, 30, 7	Ran on FASTA - No Coverage Report
SRR29377821	2025-05-09_10-45-25	SRR29377821.fa	B3.13	NS:am1.1, PB1:am4, NP:am8, MP:ea1, HA:ea1, PA:ea1, NA:ea1, PB2:am2.2	am1.1:22-010085-001:NS, am4:23-001855-001:PB1, am8:23-032005-001:NP, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:PA, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2	99.17%, 99.47%, 99.27%, 98.88%, 98.71%, 98.98%, 98.86%, 98.73%	7, 12, 11, 11, 22, 22, 16, 29	Ran on FASTA - No Coverage Report
SRR24839333	2025-05-09_10-45-35	SRR24839333.fa	A1	PB2:ea1, NP:ea1, HA:ea1, NS:ea1, PA:ea1, NA:ea1, MP:ea1, PB1:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:NP, ea1:22-003707-003:HA, ea1:22-003707-003:NS, ea1:22-003707-003:PA, ea1:22-003707-003:NA, ea1:22-003707-003:MP, ea1:22-003707-003:PB1	99.80%, 99.80%, 99.71%, 99.88%, 99.95%, 99.72%, 100.00%, 99.91%	3, 3, 5, 1, 1, 4, 0, 2	Ran on FASTA - No Coverage Report
SRR28752549	2025-04-08_14-50-38	SRR28752549.fa	B3.13	PB2:am2.2, PB1:am4, PA:ea1, HA:ea1, NP:am8, NA:ea1, MP:ea1, NS:am1.1	am2.2:22-010445-001:PB2, am4:23-001855-001:PB1, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am8:23-032005-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:MP, am1.1:22-010085-001:NS	98.90%, 99.56%, 99.21%, 98.71%, 99.40%, 99.08%, 98.88%, 99.17%	25, 10, 17, 22, 9, 13, 11, 7	Ran on FASTA - No Coverage Report
SRR31821064	2025-05-09_10-50-04	SRR31821064.fa	B3.13	PB1:am4, HA:ea1, PB2:am2.2, NS:am1.1, NP:am8, NA:ea1, PA:ea1, MP:ea1	am4:23-001855-001:PB1, ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, am1.1:22-010085-001:NS, am8:23-032005-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:MP	99.43%, 98.41%, 98.68%, 99.17%, 98.86%, 98.94%, 98.84%, 98.98%	13, 27, 30, 7, 17, 15, 25, 10	Ran on FASTA - No Coverage Report
SRR31820733	2025-05-09_10-50-24	SRR31820733.fa	D1.1	PB2:am24, HA:ea3, MP:ea3, NS:ea3, PB1:ea3, PA:am4, NA:am4N1, NP:am13	am24:24-030039-001:PB2, ea3:22-013001-001:HA, ea3:22-013001-001:MP, ea3:22-013001-001:NS, ea3:22-013001-001:PB1, am4:24-030039-001:PA, am4N1:24-030039-001:NA, am13:24-030039-001:NP	99.83%, 99.47%, 99.90%, 99.28%, 98.50%, 99.86%, 99.64%, 99.93%	4, 9, 1, 6, 34, 3, 4, 1	Ran on FASTA - No Coverage Report
SRR31605039	2025-05-09_10-46-43	SRR31605039.fa	B3.13	HA:ea1, PB2:am2.2, PA:ea1, PB1:am4, NP:am8, NS:am1.1, NA:ea1, MP:ea1	ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, ea1:22-003707-003:PA, am4:23-001855-001:PB1, am8:23-032005-001:NP, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:MP	98.47%, 98.73%, 98.98%, 99.47%, 99.06%, 99.05%, 98.79%, 98.98%	26, 29, 22, 12, 14, 8, 17, 10	Ran on FASTA - No Coverage Report
SRR28752477	2025-04-08_14-49-37	SRR28752477.fa	B3.13	PB2:am2.2, PB1:am4, PA:ea1, HA:ea1, NP:am8, NA:ea1, MP:ea1, NS:am1.1	am2.2:22-010445-001:PB2, am4:23-001855-001:PB1, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am8:23-032005-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:MP, am1.1:22-010085-001:NS	98.90%, 99.56%, 99.16%, 98.77%, 99.33%, 99.01%, 98.78%, 99.17%	25, 10, 18, 21, 10, 14, 12, 7	Ran on FASTA - No Coverage Report
SRR24843048	2025-05-09_10-46-35	SRR24843048.fa	B1.1	NP:am1.2, PB2:am1.1, NS:ea1, HA:ea1, PA:ea1, MP:ea1, NA:ea1, PB1:am1.1	am1.2:22-009287-001:NP, am1.1:22-009287-001:PB2, ea1:22-003707-003:NS, ea1:22-003707-003:HA, ea1:22-003707-003:PA, ea1:22-003707-003:MP, ea1:22-003707-003:NA, am1.1:22-009287-001:PB1	99.67%, 99.83%, 99.76%, 99.65%, 99.67%, 99.90%, 99.79%, 99.65%	5, 4, 2, 6, 7, 1, 3, 8	Ran on FASTA - No Coverage Report
SRR31605118	2025-05-09_10-50-12	SRR31605118.fa	B3.13	PA:ea1, NS:am1.1, NP:am8, PB1:am4, HA:ea1, PB2:am2.2, NA:ea1, MP:ea1	ea1:22-003707-003:PA, am1.1:22-010085-001:NS, am8:23-032005-001:NP, am4:23-001855-001:PB1, ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, ea1:22-003707-003:MP	99.02%, 99.05%, 99.06%, 99.47%, 98.47%, 98.64%, 98.94%, 98.78%	21, 8, 14, 12, 26, 31, 15, 12	Ran on FASTA - No Coverage Report
